,index,id,imdb_id,title,type,genres,production_countries,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
0,0,tm100001,tt0025440,The Lucky Texan,MOVIE,action,US,1934.0,61.0,5.6,1213.0,4.079,4.7
1,1,tm100001,tt0025440,The Lucky Texan,MOVIE,romance,US,1934.0,61.0,5.6,1213.0,4.079,4.7
2,2,tm100001,tt0025440,The Lucky Texan,MOVIE,western,US,1934.0,61.0,5.6,1213.0,4.079,4.7
3,3,tm1000022,tt11654032,Boonie Bears: The Wild Life,MOVIE,animation,CN,2021.0,99.0,5.4,117.0,6.135,3.8
4,4,tm1000022,tt11654032,Boonie Bears: The Wild Life,MOVIE,scifi,CN,2021.0,99.0,5.4,117.0,6.135,3.8
5,5,tm1000203,tt7752100,Digging to Death,MOVIE,horror,US,2021.0,96.0,4.5,464.0,3.5430000000000006,5.8
6,6,tm1000203,tt7752100,Digging to Death,MOVIE,thriller,US,2021.0,96.0,4.5,464.0,3.5430000000000006,5.8
7,7,tm1000378,tt11306376,Jathi Ratnalu,MOVIE,comedy,IN,2021.0,148.0,7.5,7105.0,2.862,7.4
8,8,tm1000378,tt11306376,Jathi Ratnalu,MOVIE,drama,IN,2021.0,148.0,7.5,7105.0,2.862,7.4
9,9,tm1000406,tt8391548,Dark Corners,MOVIE,thriller,GB,2021.0,90.0,4.0,81.0,2.999,8.0
10,10,tm1000406,tt8391548,Dark Corners,MOVIE,thriller,NO,2021.0,90.0,4.0,81.0,2.999,8.0
11,11,tm1000619,tt8960382,Radhe Shyam,MOVIE,drama,IN,2022.0,138.0,6.9,21328.0,9.77,5.4
12,12,tm1000619,tt8960382,Radhe Shyam,MOVIE,romance,IN,2022.0,138.0,6.9,21328.0,9.77,5.4
13,13,tm100065,tt0009937,Blind Husbands,MOVIE,drama,US,1919.0,89.0,6.9,1538.0,1.5849999999999997,6.3
14,14,tm100065,tt0009937,Blind Husbands,MOVIE,romance,US,1919.0,89.0,6.9,1538.0,1.5849999999999997,6.3
15,15,tm100070,tt0025424,Lost in the Stratosphere,MOVIE,action,US,1934.0,64.0,4.5,114.0,1.7559999999999998,5.0
16,16,tm100070,tt0025424,Lost in the Stratosphere,MOVIE,comedy,US,1934.0,64.0,4.5,114.0,1.7559999999999998,5.0
17,17,tm100070,tt0025424,Lost in the Stratosphere,MOVIE,drama,US,1934.0,64.0,4.5,114.0,1.7559999999999998,5.0
18,18,tm100070,tt0025424,Lost in the Stratosphere,MOVIE,romance,US,1934.0,64.0,4.5,114.0,1.7559999999999998,5.0
19,19,tm1001366,tt9153902,Hawks Ridge,MOVIE,drama,US,2020.0,95.0,5.1,20.0,0.6,
20,20,tm1001486,tt9458062,Enhanced,MOVIE,action,CA,2019.0,95.0,4.7,812.0,6.588,5.6
21,21,tm1001486,tt9458062,Enhanced,MOVIE,scifi,CA,2019.0,95.0,4.7,812.0,6.588,5.6
22,22,tm100157,tt1117983,My Normal,MOVIE,drama,US,2010.0,77.0,4.1,751.0,4.078,4.4
23,23,tm100157,tt1117983,My Normal,MOVIE,romance,US,2010.0,77.0,4.1,751.0,4.078,4.4
24,24,tm100158,tt0065889,Investigation of a Citizen Above Suspicion,MOVIE,crime,IT,1970.0,111.0,8.0,11130.0,8.996,8.2
25,25,tm100158,tt0065889,Investigation of a Citizen Above Suspicion,MOVIE,drama,IT,1970.0,111.0,8.0,11130.0,8.996,8.2
26,26,tm100158,tt0065889,Investigation of a Citizen Above Suspicion,MOVIE,european,IT,1970.0,111.0,8.0,11130.0,8.996,8.2
27,27,tm100158,tt0065889,Investigation of a Citizen Above Suspicion,MOVIE,thriller,IT,1970.0,111.0,8.0,11130.0,8.996,8.2
28,28,tm1001637,tt10569922,Bunty Aur Babli 2,MOVIE,comedy,IN,2021.0,138.0,4.0,3700.0,3.277,4.5
29,29,tm1001637,tt10569922,Bunty Aur Babli 2,MOVIE,crime,IN,2021.0,138.0,4.0,3700.0,3.277,4.5
30,30,tm1001637,tt10569922,Bunty Aur Babli 2,MOVIE,drama,IN,2021.0,138.0,4.0,3700.0,3.277,4.5
31,31,tm1001637,tt10569922,Bunty Aur Babli 2,MOVIE,romance,IN,2021.0,138.0,4.0,3700.0,3.277,4.5
32,32,tm1002150,tt12483708,Doors,MOVIE,scifi,US,2021.0,84.0,3.5,2549.0,9.118,5.1
33,33,tm1002374,tt11306488,Kapatadhaari,MOVIE,crime,IN,2021.0,146.0,6.3,452.0,1.866,6.3
34,34,tm1002374,tt11306488,Kapatadhaari,MOVIE,drama,IN,2021.0,146.0,6.3,452.0,1.866,6.3
35,35,tm1002374,tt11306488,Kapatadhaari,MOVIE,thriller,IN,2021.0,146.0,6.3,452.0,1.866,6.3
36,36,tm10026,tt0030057,The Devil's Party,MOVIE,crime,US,1938.0,65.0,5.7,269.0,1.22,5.3
37,37,tm10026,tt0030057,The Devil's Party,MOVIE,drama,US,1938.0,65.0,5.7,269.0,1.22,5.3
38,38,tm100266,tt1470172,Hanna's Gold,MOVIE,family,US,2010.0,90.0,4.8,234.0,0.788,5.0
39,39,tm1003143,tt13554896,Surviving America,MOVIE,documentation,US,2020.0,96.0,3.3,96.0,3.687,1.0
40,40,tm100333,tt0166130,Broken Blossoms,MOVIE,drama,US,1919.0,89.0,7.3,10230.0,6.012,6.9
41,41,tm100333,tt0166130,Broken Blossoms,MOVIE,romance,US,1919.0,89.0,7.3,10230.0,6.012,6.9
42,42,tm100334,tt0045877,The Hitch-Hiker,MOVIE,crime,US,1953.0,71.0,6.9,8806.0,6.337,6.8
43,43,tm100334,tt0045877,The Hitch-Hiker,MOVIE,drama,US,1953.0,71.0,6.9,8806.0,6.337,6.8
44,44,tm100334,tt0045877,The Hitch-Hiker,MOVIE,thriller,US,1953.0,71.0,6.9,8806.0,6.337,6.8
45,45,tm100338,tt0126214,Beyond Bengal,MOVIE,action,US,1934.0,62.0,5.2,58.0,0.6,4.0
46,46,tm100338,tt0126214,Beyond Bengal,MOVIE,thriller,US,1934.0,62.0,5.2,58.0,0.6,4.0
47,47,tm100402,tt0045883,Hondo,MOVIE,drama,US,1953.0,83.0,7.0,10867.0,9.367,6.6
48,48,tm100402,tt0045883,Hondo,MOVIE,romance,US,1953.0,83.0,7.0,10867.0,9.367,6.6
49,49,tm100402,tt0045883,Hondo,MOVIE,war,US,1953.0,83.0,7.0,10867.0,9.367,6.6
50,50,tm100402,tt0045883,Hondo,MOVIE,western,US,1953.0,83.0,7.0,10867.0,9.367,6.6
51,51,tm1004072,tt10309902,Chehre,MOVIE,drama,IN,2021.0,139.0,7.0,26844.0,3.427,6.9
52,52,tm1004072,tt10309902,Chehre,MOVIE,thriller,IN,2021.0,139.0,7.0,26844.0,3.427,6.9
53,53,tm1004275,tt13372884,Black as Night,MOVIE,drama,US,2021.0,87.0,4.2,1874.0,42.571,5.4
54,54,tm1004275,tt13372884,Black as Night,MOVIE,horror,US,2021.0,87.0,4.2,1874.0,42.571,5.4
55,55,tm1004275,tt13372884,Black as Night,MOVIE,thriller,US,2021.0,87.0,4.2,1874.0,42.571,5.4
56,56,tm1005301,tt14121686,Je te veux moi non plus,MOVIE,comedy,FR,2021.0,100.0,3.7999999999999994,284.0,37.919,5.7
57,57,tm1005301,tt14121686,Je te veux moi non plus,MOVIE,romance,FR,2021.0,100.0,3.7999999999999994,284.0,37.919,5.7
58,58,tm1006476,tt13466166,Saani Kaayidham,MOVIE,action,IN,2022.0,138.0,7.8,645.0,17.299,6.3
59,59,tm1006476,tt13466166,Saani Kaayidham,MOVIE,crime,IN,2022.0,138.0,7.8,645.0,17.299,6.3
60,60,tm1006476,tt13466166,Saani Kaayidham,MOVIE,drama,IN,2022.0,138.0,7.8,645.0,17.299,6.3
61,61,tm1006556,tt13469366,Clown Motel Vacancies,MOVIE,horror,US,2020.0,80.0,4.3,33.0,0.627,
62,62,tm100746,tt1602476,Badmaash Company,MOVIE,comedy,IN,2010.0,144.0,6.1,6961.0,3.2700000000000005,5.8
63,63,tm100746,tt1602476,Badmaash Company,MOVIE,crime,IN,2010.0,144.0,6.1,6961.0,3.2700000000000005,5.8
64,64,tm100746,tt1602476,Badmaash Company,MOVIE,drama,IN,2010.0,144.0,6.1,6961.0,3.2700000000000005,5.8
65,65,tm100765,tt0065979,The Liberation of L.B. Jones,MOVIE,crime,US,1970.0,102.0,6.8,903.0,2.453,5.3
66,66,tm100765,tt0065979,The Liberation of L.B. Jones,MOVIE,drama,US,1970.0,102.0,6.8,903.0,2.453,5.3
67,67,tm100765,tt0065979,The Liberation of L.B. Jones,MOVIE,romance,US,1970.0,102.0,6.8,903.0,2.453,5.3
68,68,tm100776,tt0081368,Pray TV,MOVIE,comedy,US,1980.0,86.0,5.0,203.0,2.107,5.5
69,69,tm100783,tt0064727,The Bloody Judge,MOVIE,horror,DE,1970.0,84.0,5.2,1237.0,5.433000000000001,5.0
70,70,tm100783,tt0064727,The Bloody Judge,MOVIE,horror,ES,1970.0,84.0,5.2,1237.0,5.433000000000001,5.0
71,71,tm100783,tt0064727,The Bloody Judge,MOVIE,horror,IT,1970.0,84.0,5.2,1237.0,5.433000000000001,5.0
72,72,tm100783,tt0064727,The Bloody Judge,MOVIE,horror,LI,1970.0,84.0,5.2,1237.0,5.433000000000001,5.0
73,73,tm100879,tt0080603,Death Ship,MOVIE,horror,CA,1980.0,91.0,4.8,4777.0,6.767,5.4
74,74,tm100879,tt0080603,Death Ship,MOVIE,horror,GB,1980.0,91.0,4.8,4777.0,6.767,5.4
75,75,tm100879,tt0080603,Death Ship,MOVIE,thriller,CA,1980.0,91.0,4.8,4777.0,6.767,5.4
76,76,tm100879,tt0080603,Death Ship,MOVIE,thriller,GB,1980.0,91.0,4.8,4777.0,6.767,5.4
77,77,tm10094,tt0055887,Dangerous Charter,MOVIE,thriller,US,1962.0,76.0,4.1,184.0,1.318,5.0
78,78,tm100957,tt0027003,Sing Sing Nights,MOVIE,crime,US,1934.0,60.0,5.0,60.0,1.395,
79,79,tm100957,tt0027003,Sing Sing Nights,MOVIE,drama,US,1934.0,60.0,5.0,60.0,1.395,
80,80,tm100957,tt0027003,Sing Sing Nights,MOVIE,romance,US,1934.0,60.0,5.0,60.0,1.395,
81,81,tm100957,tt0027003,Sing Sing Nights,MOVIE,war,US,1934.0,60.0,5.0,60.0,1.395,
82,82,tm100997,tt0025586,Of Human Bondage,MOVIE,drama,US,1934.0,83.0,7.0,7332.0,5.776000000000001,6.6
83,83,tm100997,tt0025586,Of Human Bondage,MOVIE,romance,US,1934.0,83.0,7.0,7332.0,5.776000000000001,6.6
84,84,tm101000,tt0025610,Our Daily Bread,MOVIE,drama,US,1934.0,80.0,7.0,1968.0,3.615,7.1
85,85,tm101000,tt0025610,Our Daily Bread,MOVIE,romance,US,1934.0,80.0,7.0,1968.0,3.615,7.1
86,86,tm10104,tt0102781,The Return of Eliot Ness,MOVIE,crime,US,1991.0,94.0,6.0,210.0,1.71,
87,87,tm10104,tt0102781,The Return of Eliot Ness,MOVIE,drama,US,1991.0,94.0,6.0,210.0,1.71,
88,88,tm101055,tt0080548,Coach of the Year,MOVIE,drama,US,1980.0,90.0,5.1,175.0,0.672,7.5
89,89,tm1010682,tt13670588,Boycie in Belgrade,MOVIE,documentation,GB,2021.0,79.0,7.1,108.0,1.551,6.0
90,90,tm1010682,tt13670588,Boycie in Belgrade,MOVIE,documentation,RS,2021.0,79.0,7.1,108.0,1.551,6.0
91,91,tm1011132,tt13688748,Is Mindfulness Right for You?,MOVIE,documentation,US,2021.0,81.0,6.5,56.0,3.107,
92,92,tm1011734,tt13717596,Bheemante Vazhi,MOVIE,comedy,IN,2021.0,115.0,6.4,1640.0,2.94,5.8
93,93,tm1011734,tt13717596,Bheemante Vazhi,MOVIE,drama,IN,2021.0,115.0,6.4,1640.0,2.94,5.8
94,94,tm101267,tt0808510,Tooth Fairy,MOVIE,comedy,CA,2010.0,101.0,5.0,46010.0,56.947,5.5
95,95,tm101267,tt0808510,Tooth Fairy,MOVIE,comedy,US,2010.0,101.0,5.0,46010.0,56.947,5.5
96,96,tm101267,tt0808510,Tooth Fairy,MOVIE,family,CA,2010.0,101.0,5.0,46010.0,56.947,5.5
97,97,tm101267,tt0808510,Tooth Fairy,MOVIE,family,US,2010.0,101.0,5.0,46010.0,56.947,5.5
98,98,tm101267,tt0808510,Tooth Fairy,MOVIE,fantasy,CA,2010.0,101.0,5.0,46010.0,56.947,5.5
99,99,tm101267,tt0808510,Tooth Fairy,MOVIE,fantasy,US,2010.0,101.0,5.0,46010.0,56.947,5.5
100,100,tm101267,tt0808510,Tooth Fairy,MOVIE,sport,CA,2010.0,101.0,5.0,46010.0,56.947,5.5
101,101,tm101267,tt0808510,Tooth Fairy,MOVIE,sport,US,2010.0,101.0,5.0,46010.0,56.947,5.5
102,102,tm10129,tt0271387,Azhagan,MOVIE,drama,IN,1991.0,155.0,7.1,208.0,1.8620000000000003,6.0
103,103,tm10129,tt0271387,Azhagan,MOVIE,family,IN,1991.0,155.0,7.1,208.0,1.8620000000000003,6.0
104,104,tm10129,tt0271387,Azhagan,MOVIE,romance,IN,1991.0,155.0,7.1,208.0,1.8620000000000003,6.0
105,105,tm101294,tt0025499,Midnight,MOVIE,crime,US,1934.0,76.0,5.5,970.0,2.994,5.2
106,106,tm101294,tt0025499,Midnight,MOVIE,drama,US,1934.0,76.0,5.5,970.0,2.994,5.2
107,107,tm101294,tt0025499,Midnight,MOVIE,romance,US,1934.0,76.0,5.5,970.0,2.994,5.2
108,108,tm101338,tt1705123,Michael McDonald: Model. Citizen.,MOVIE,comedy,XX,2010.0,59.0,6.1,83.0,0.637,
109,109,tm10140,tt0102768,Regarding Henry,MOVIE,drama,US,1991.0,108.0,6.7,32124.0,9.163,6.6
110,110,tm10140,tt0102768,Regarding Henry,MOVIE,romance,US,1991.0,108.0,6.7,32124.0,9.163,6.6
111,111,tm101406,tt0048956,Aparajito,MOVIE,drama,IN,1956.0,110.0,8.3,13727.0,8.416,8.0
112,112,tm101425,tt0048966,Attack,MOVIE,action,US,1956.0,107.0,7.4,5213.0,5.352,6.7
113,113,tm101425,tt0048966,Attack,MOVIE,drama,US,1956.0,107.0,7.4,5213.0,5.352,6.7
114,114,tm101425,tt0048966,Attack,MOVIE,war,US,1956.0,107.0,7.4,5213.0,5.352,6.7
115,115,tm1015938,tt13919696,Meppadiyan,MOVIE,drama,IN,2022.0,124.0,7.400000000000001,2358.0,2.226,8.0
116,116,tm1015938,tt13919696,Meppadiyan,MOVIE,thriller,IN,2022.0,124.0,7.400000000000001,2358.0,2.226,8.0
117,117,tm1016257,tt13932972,Truly Texas Mexican,MOVIE,documentation,US,2021.0,86.0,6.3,51.0,0.919,
118,118,tm101627,tt0025713,The Return Of Chandu,MOVIE,family,US,1934.0,60.0,5.900000000000001,359.0,0.6,
119,119,tm101627,tt0025713,The Return Of Chandu,MOVIE,fantasy,US,1934.0,60.0,5.900000000000001,359.0,0.6,
120,120,tm101627,tt0025713,The Return Of Chandu,MOVIE,horror,US,1934.0,60.0,5.900000000000001,359.0,0.6,
121,121,tm1017085,tt13979464,Madhagaja,MOVIE,action,IN,2021.0,132.0,5.3,565.0,3.585,
122,122,tm101730,tt0066512,Up in the Cellar,MOVIE,comedy,US,1970.0,94.0,5.2,183.0,0.84,
123,123,tm101730,tt0066512,Up in the Cellar,MOVIE,romance,US,1970.0,94.0,5.2,183.0,0.84,
124,124,tm101797,tt0024902,Blue Steel,MOVIE,action,US,1934.0,59.0,5.3,1586.0,4.457,4.9
125,125,tm101797,tt0024902,Blue Steel,MOVIE,drama,US,1934.0,59.0,5.3,1586.0,4.457,4.9
126,126,tm101797,tt0024902,Blue Steel,MOVIE,western,US,1934.0,59.0,5.3,1586.0,4.457,4.9
127,127,tm1018455,tt11686490,The Deep House,MOVIE,drama,BE,2021.0,85.0,5.4,8322.0,185.533,6.4
128,128,tm1018455,tt11686490,The Deep House,MOVIE,drama,FR,2021.0,85.0,5.4,8322.0,185.533,6.4
129,129,tm1018455,tt11686490,The Deep House,MOVIE,horror,BE,2021.0,85.0,5.4,8322.0,185.533,6.4
130,130,tm1018455,tt11686490,The Deep House,MOVIE,horror,FR,2021.0,85.0,5.4,8322.0,185.533,6.4
131,131,tm1018455,tt11686490,The Deep House,MOVIE,thriller,BE,2021.0,85.0,5.4,8322.0,185.533,6.4
132,132,tm1018455,tt11686490,The Deep House,MOVIE,thriller,FR,2021.0,85.0,5.4,8322.0,185.533,6.4
133,133,tm101860,tt0045605,Captain Scarlett,MOVIE,action,US,1953.0,75.0,4.6,337.0,2.194,4.2
134,134,tm101860,tt0045605,Captain Scarlett,MOVIE,drama,US,1953.0,75.0,4.6,337.0,2.194,4.2
135,135,tm1018699,tt5821728,Lazarus,MOVIE,action,US,2021.0,105.0,3.3,459.0,5.589,4.7
136,136,tm1018699,tt5821728,Lazarus,MOVIE,scifi,US,2021.0,105.0,3.3,459.0,5.589,4.7
137,137,tm101886,tt1667156,Zomblies,MOVIE,action,GB,2010.0,44.0,5.4,413.0,1.174,5.4
138,138,tm101886,tt1667156,Zomblies,MOVIE,drama,GB,2010.0,44.0,5.4,413.0,1.174,5.4
139,139,tm101886,tt1667156,Zomblies,MOVIE,horror,GB,2010.0,44.0,5.4,413.0,1.174,5.4
140,140,tm101902,tt1507369,The Owls,MOVIE,crime,US,2010.0,66.0,4.9,177.0,1.345,3.8
141,141,tm101902,tt1507369,The Owls,MOVIE,drama,US,2010.0,66.0,4.9,177.0,1.345,3.8
142,142,tm101902,tt1507369,The Owls,MOVIE,thriller,US,2010.0,66.0,4.9,177.0,1.345,3.8
143,143,tm1019060,tt14092076,Anbirkiniyal,MOVIE,drama,IN,2021.0,118.0,6.8,361.0,2.191,7.0
144,144,tm1019060,tt14092076,Anbirkiniyal,MOVIE,thriller,IN,2021.0,118.0,6.8,361.0,2.191,7.0
145,145,tm1019209,tt12176546,Cannibal Troll,MOVIE,horror,GB,2021.0,85.0,2.3,227.0,7.931,6.2
146,146,tm101921,tt0045604,Captain Scarface,MOVIE,action,US,1953.0,72.0,4.7,229.0,1.837,4.5
147,147,tm101921,tt0045604,Captain Scarface,MOVIE,drama,US,1953.0,72.0,4.7,229.0,1.837,4.5
148,148,tm101921,tt0045604,Captain Scarface,MOVIE,romance,US,1953.0,72.0,4.7,229.0,1.837,4.5
149,149,tm101921,tt0045604,Captain Scarface,MOVIE,thriller,US,1953.0,72.0,4.7,229.0,1.837,4.5
150,150,tm1019616,tt9176086,Saina,MOVIE,drama,IN,2021.0,133.0,4.4,4030.0,1.777,6.4
151,151,tm1019616,tt9176086,Saina,MOVIE,sport,IN,2021.0,133.0,4.4,4030.0,1.777,6.4
152,152,tm1019722,tt7298130,Where the Land Meets the Sky,MOVIE,drama,US,2021.0,85.0,4.6,37.0,2.893,6.0
153,153,tm1019722,tt7298130,Where the Land Meets the Sky,MOVIE,family,US,2021.0,85.0,4.6,37.0,2.893,6.0
154,154,tm101980,tt1766093,Smoke Screen,MOVIE,crime,US,2010.0,87.0,5.2,544.0,5.834,5.2
155,155,tm101980,tt1766093,Smoke Screen,MOVIE,thriller,US,2010.0,87.0,5.2,544.0,5.834,5.2
156,156,tm1020236,tt9222962,Eakam,MOVIE,drama,IN,2021.0,125.0,8.2,2302.0,0.9109999999999999,7.0
157,157,tm1020236,tt9222962,Eakam,MOVIE,fantasy,IN,2021.0,125.0,8.2,2302.0,0.9109999999999999,7.0
158,158,tm1020242,tt11295246,Good Luck Sakhi,MOVIE,comedy,IN,2022.0,118.0,7.3,1538.0,5.079,6.8
159,159,tm1020242,tt11295246,Good Luck Sakhi,MOVIE,drama,IN,2022.0,118.0,7.3,1538.0,5.079,6.8
160,160,tm1020242,tt11295246,Good Luck Sakhi,MOVIE,romance,IN,2022.0,118.0,7.3,1538.0,5.079,6.8
161,161,tm1020516,tt12440242,House of Quarantine,MOVIE,thriller,US,2020.0,81.0,6.599999999999999,766.0,1.527,
162,162,tm102056,tt0065842,Mr. Superinvisible,MOVIE,comedy,DE,1970.0,91.0,4.8,125.0,1.791,4.0
163,163,tm102056,tt0065842,Mr. Superinvisible,MOVIE,comedy,ES,1970.0,91.0,4.8,125.0,1.791,4.0
164,164,tm102056,tt0065842,Mr. Superinvisible,MOVIE,comedy,IT,1970.0,91.0,4.8,125.0,1.791,4.0
165,165,tm102056,tt0065842,Mr. Superinvisible,MOVIE,comedy,MC,1970.0,91.0,4.8,125.0,1.791,4.0
166,166,tm102056,tt0065842,Mr. Superinvisible,MOVIE,fantasy,DE,1970.0,91.0,4.8,125.0,1.791,4.0
167,167,tm102056,tt0065842,Mr. Superinvisible,MOVIE,fantasy,ES,1970.0,91.0,4.8,125.0,1.791,4.0
168,168,tm102056,tt0065842,Mr. Superinvisible,MOVIE,fantasy,IT,1970.0,91.0,4.8,125.0,1.791,4.0
169,169,tm102056,tt0065842,Mr. Superinvisible,MOVIE,fantasy,MC,1970.0,91.0,4.8,125.0,1.791,4.0
170,170,tm102056,tt0065842,Mr. Superinvisible,MOVIE,romance,DE,1970.0,91.0,4.8,125.0,1.791,4.0
171,171,tm102056,tt0065842,Mr. Superinvisible,MOVIE,romance,ES,1970.0,91.0,4.8,125.0,1.791,4.0
172,172,tm102056,tt0065842,Mr. Superinvisible,MOVIE,romance,IT,1970.0,91.0,4.8,125.0,1.791,4.0
173,173,tm102056,tt0065842,Mr. Superinvisible,MOVIE,romance,MC,1970.0,91.0,4.8,125.0,1.791,4.0
174,174,tm102056,tt0065842,Mr. Superinvisible,MOVIE,scifi,DE,1970.0,91.0,4.8,125.0,1.791,4.0
175,175,tm102056,tt0065842,Mr. Superinvisible,MOVIE,scifi,ES,1970.0,91.0,4.8,125.0,1.791,4.0
176,176,tm102056,tt0065842,Mr. Superinvisible,MOVIE,scifi,IT,1970.0,91.0,4.8,125.0,1.791,4.0
177,177,tm102056,tt0065842,Mr. Superinvisible,MOVIE,scifi,MC,1970.0,91.0,4.8,125.0,1.791,4.0
178,178,tm102099,tt0045603,Captain John Smith and Pocahontas,MOVIE,drama,US,1953.0,75.0,4.4,171.0,1.714,
179,179,tm102099,tt0045603,Captain John Smith and Pocahontas,MOVIE,history,US,1953.0,75.0,4.4,171.0,1.714,
180,180,tm102099,tt0045603,Captain John Smith and Pocahontas,MOVIE,romance,US,1953.0,75.0,4.4,171.0,1.714,
181,181,tm102101,tt1278449,Sound of Noise,MOVIE,comedy,FR,2010.0,102.0,7.2,9465.0,7.019,7.3
182,182,tm102101,tt1278449,Sound of Noise,MOVIE,comedy,SE,2010.0,102.0,7.2,9465.0,7.019,7.3
183,183,tm102101,tt1278449,Sound of Noise,MOVIE,crime,FR,2010.0,102.0,7.2,9465.0,7.019,7.3
184,184,tm102101,tt1278449,Sound of Noise,MOVIE,crime,SE,2010.0,102.0,7.2,9465.0,7.019,7.3
185,185,tm102101,tt1278449,Sound of Noise,MOVIE,european,FR,2010.0,102.0,7.2,9465.0,7.019,7.3
186,186,tm102101,tt1278449,Sound of Noise,MOVIE,european,SE,2010.0,102.0,7.2,9465.0,7.019,7.3
187,187,tm102101,tt1278449,Sound of Noise,MOVIE,music,FR,2010.0,102.0,7.2,9465.0,7.019,7.3
188,188,tm102101,tt1278449,Sound of Noise,MOVIE,music,SE,2010.0,102.0,7.2,9465.0,7.019,7.3
189,189,tm102101,tt1278449,Sound of Noise,MOVIE,romance,FR,2010.0,102.0,7.2,9465.0,7.019,7.3
190,190,tm102101,tt1278449,Sound of Noise,MOVIE,romance,SE,2010.0,102.0,7.2,9465.0,7.019,7.3
191,191,tm102101,tt1278449,Sound of Noise,MOVIE,thriller,FR,2010.0,102.0,7.2,9465.0,7.019,7.3
192,192,tm102101,tt1278449,Sound of Noise,MOVIE,thriller,SE,2010.0,102.0,7.2,9465.0,7.019,7.3
193,193,tm1021342,tt13293926,Saltwater: The Battle for Ramree Island,MOVIE,action,GB,2021.0,82.0,2.5,198.0,4.059,4.3
194,194,tm1022146,tt10192704,My True Fairytale,MOVIE,drama,US,2021.0,86.0,6.6,2259.0,3.052,7.2
195,195,tm1022146,tt10192704,My True Fairytale,MOVIE,thriller,US,2021.0,86.0,6.6,2259.0,3.052,7.2
196,196,tm1022165,tt2388667,Free Byrd,MOVIE,comedy,US,2021.0,89.0,4.9,136.0,2.878,
197,197,tm10223,tt0020030,The Iron Mask,MOVIE,action,US,1929.0,103.0,7.0,1272.0,2.273,6.9
198,198,tm10223,tt0020030,The Iron Mask,MOVIE,drama,US,1929.0,103.0,7.0,1272.0,2.273,6.9
199,199,tm10223,tt0020030,The Iron Mask,MOVIE,history,US,1929.0,103.0,7.0,1272.0,2.273,6.9
200,200,tm10223,tt0020030,The Iron Mask,MOVIE,romance,US,1929.0,103.0,7.0,1272.0,2.273,6.9
201,201,tm102234,tt1164999,Biutiful,MOVIE,drama,ES,2010.0,148.0,7.400000000000001,89953.0,9.397,7.2
202,202,tm102234,tt1164999,Biutiful,MOVIE,drama,MX,2010.0,148.0,7.400000000000001,89953.0,9.397,7.2
203,203,tm102234,tt1164999,Biutiful,MOVIE,european,ES,2010.0,148.0,7.400000000000001,89953.0,9.397,7.2
204,204,tm102234,tt1164999,Biutiful,MOVIE,european,MX,2010.0,148.0,7.400000000000001,89953.0,9.397,7.2
205,205,tm102234,tt1164999,Biutiful,MOVIE,romance,ES,2010.0,148.0,7.400000000000001,89953.0,9.397,7.2
206,206,tm102234,tt1164999,Biutiful,MOVIE,romance,MX,2010.0,148.0,7.400000000000001,89953.0,9.397,7.2
207,207,tm102244,tt1587877,All That Glitters,MOVIE,comedy,FR,2010.0,100.0,6.0,2417.0,7.063000000000001,6.4
208,208,tm102244,tt1587877,All That Glitters,MOVIE,european,FR,2010.0,100.0,6.0,2417.0,7.063000000000001,6.4
209,209,tm1022654,tt14135136,Lawyer Viswanath,MOVIE,comedy,IN,2021.0,132.0,8.3,588.0,0.644,
210,210,tm1022654,tt14135136,Lawyer Viswanath,MOVIE,drama,IN,2021.0,132.0,8.3,588.0,0.644,
211,211,tm1022654,tt14135136,Lawyer Viswanath,MOVIE,thriller,IN,2021.0,132.0,8.3,588.0,0.644,
212,212,tm1022912,tt11286552,One,MOVIE,drama,IN,2021.0,151.0,6.5,2672.0,2.124,6.6
213,213,tm1022912,tt11286552,One,MOVIE,thriller,IN,2021.0,151.0,6.5,2672.0,2.124,6.6
214,214,tm102295,tt0025011,Crimson Romance,MOVIE,action,US,1934.0,71.0,5.6,174.0,1.71,
215,215,tm102295,tt0025011,Crimson Romance,MOVIE,drama,US,1934.0,71.0,5.6,174.0,1.71,
216,216,tm102295,tt0025011,Crimson Romance,MOVIE,war,US,1934.0,71.0,5.6,174.0,1.71,
217,217,tm1023238,tt14142640,Bannerghatta,MOVIE,crime,IN,2021.0,80.0,6.5,635.0,1.247,
218,218,tm1023238,tt14142640,Bannerghatta,MOVIE,drama,IN,2021.0,80.0,6.5,635.0,1.247,
219,219,tm1023238,tt14142640,Bannerghatta,MOVIE,horror,IN,2021.0,80.0,6.5,635.0,1.247,
220,220,tm1023238,tt14142640,Bannerghatta,MOVIE,thriller,IN,2021.0,80.0,6.5,635.0,1.247,
221,221,tm1023413,tt8657270,Forget Everything and Run,MOVIE,action,US,2021.0,101.0,3.7,458.0,8.484,6.6
222,222,tm1023413,tt8657270,Forget Everything and Run,MOVIE,horror,US,2021.0,101.0,3.7,458.0,8.484,6.6
223,223,tm1023413,tt8657270,Forget Everything and Run,MOVIE,thriller,US,2021.0,101.0,3.7,458.0,8.484,6.6
224,224,tm1023447,tt14097376,Climax,MOVIE,thriller,IN,2021.0,80.0,8.0,2461.0,1.213,5.0
